Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Tracer,Diamond,2.44,3.08,51.27,18.32,6.49,58,6842,,8.36,,,,,,,,,34,9,,,,8.59,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.57,,,,,,,,4.81,1.70,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Master,2.50,3.30,50.53,17.92,6.37,60,6639,,8.14,,,,,,,,,34,9,,,,8.45,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.39,,,,,,,,4.73,1.78,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.24,1.14,42.85,17.39,6.66,61,6381,,8.61,,,,,,,,,33,8,,,,8.20,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.33,,,,,,,,4.76,1.84,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,All,2.57,3.24,49.55,17.24,6.21,49,8828,,7.86,41,,,,,,,,,,,,,9.03,1.85,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,5.47,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.38,1.21,40.50,15.25,6.16,50,7699,,8.13,39,,,,,,,,,,,,,7.87,1.92,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,4.69,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.43,1.87,45.75,16.21,6.22,51,8113,,7.89,40,,,,,,,,,,,,,8.43,1.89,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,4.92,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,2.61,3.31,48.70,17.41,6.31,50,8763,,7.81,41,,,,,,,,,,,,,9.12,1.89,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,5.54,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,2.58,4.81,50.38,17.47,6.13,47,9154,,7.93,42,,,,,,,,,,,,,9.25,1.83,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,5.76,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,2.59,4.68,48.70,17.24,5.90,44,9020,,8.05,41,,,,,,,,,,,,,9.20,1.89,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,5.48,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,2.49,2.80,47.23,16.61,5.90,46,8748,,8.13,41,,,,,,,,,,,,,8.78,1.76,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,5.41,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,2.55,1.92,42.43,15.98,5.97,47,8273,,8.10,40,,,,,,,,,,,,,8.50,1.93,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,5.07,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Orisa,All,4.04,4.88,49.07,18.76,8.47,128,10254,,6.74,,,,,,,,,33,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,2.82,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,3.65,3.39,42.47,17.16,8.41,130,9427,,7.10,,,,,,,,,32,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,1.51,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.87,4.09,46.62,18.24,8.59,132,9847,,6.88,,,,,,,,,32,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,2.17,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,4.09,4.96,48.87,18.61,8.43,127,10297,,6.76,,,,,,,,,33,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,2.78,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,4.09,6.50,49.26,18.82,8.28,125,10452,,6.62,,,,,,,,,34,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,2.45,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,4.07,6.38,49.39,18.15,8.22,125,10077,,6.69,,,,,,,,,33,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,1.69,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.98,6.83,49.57,17.69,8.08,124,9914,,6.77,,,,,,,,,33,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,1.18,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.84,4.96,43.75,17.23,8.18,126,9691,,6.90,,,,,,,,,32,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,0.87,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,All,4.48,1.30,43.86,19.22,9.02,127,9722,,6.51,,,,,,,,,,,,,,,,,,,,,,,41,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10.89,34.27,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Bronze,3.84,1.03,39.92,17.42,8.56,132,8759,,6.85,,,,,,,,,,,,,,,,,,,,,,,40,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,9.40,32.12,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Silver,4.36,1.20,41.09,18.67,9.10,128,9252,,6.63,,,,,,,,,,,,,,,,,,,,,,,41,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,10.29,33.15,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Gold,4.54,1.44,43.10,19.29,9.06,128,9723,,6.45,,,,,,,,,,,,,,,,,,,,,,,41,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10.95,34.19,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Platinum,4.37,1.88,42.75,19.30,8.96,128,10021,,6.42,,,,,,,,,,,,,,,,,,,,,,,42,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,11.27,35.45,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Diamond,4.68,1.45,41.33,18.84,8.91,128,9626,,6.43,,,,,,,,,,,,,,,,,,,,,,,41,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,10.83,34.67,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,4.46,1.56,36.81,18.24,8.58,127,9486,,6.51,,,,,,,,,,,,,,,,,,,,,,,41,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,10.82,35.19,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,4.23,1.65,36.56,18.02,8.73,130,9170,,6.55,,,,,,,,,,,,,,,,,,,,,,,40,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.28,33.88,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reaper,All,2.66,2.27,46.91,19.67,7.80,75,8279,,8.36,,,,,,,,,30,10,,,,10.78,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.57,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.42,1.65,36.93,17.86,7.53,78,7531,,8.75,,,,,,,,,29,10,,,,9.91,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.04,,,,,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,2.58,2.02,43.86,19.08,7.87,78,7955,,8.45,,,,,,,,,30,10,,,,10.32,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.93,,,,,,,,,,,,,,,,,,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,2.69,2.54,46.72,19.82,7.79,75,8361,,8.40,,,,,,,,,30,10,,,,10.92,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.74,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,2.58,2.52,47.08,19.33,7.58,74,8382,,8.52,,,,,,,,,31,10,,,,10.69,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.78,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.59,2.58,46.30,18.88,7.61,73,8164,,8.62,,,,,,,,,30,10,,,,10.25,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.49,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.58,1.97,39.48,18.19,7.44,75,7901,,8.80,,,,,,,,,30,10,,,,10.04,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.53,,,,,,,,,,,,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.45,2.00,35.16,17.84,7.46,77,7756,,8.90,,,,,,,,,30,10,,,,9.82,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.08,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,All,2.88,4.21,46.68,19.08,7.40,56,9010,,8.07,,,,,,,,,28,,,,,9.42,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12,9.62,5.19,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Bronze,2.72,2.78,38.83,17.10,7.15,58,8287,,8.44,,,,,,,,,28,,,,,8.07,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,12,8.14,4.82,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Silver,2.75,2.58,42.71,17.86,7.41,59,8570,,8.31,,,,,,,,,28,,,,,8.43,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,12,8.56,5.02,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Gold,2.89,4.09,44.37,19.02,7.49,55,8953,,8.06,,,,,,,,,28,,,,,9.29,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,12,9.56,5.21,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Platinum,2.97,5.59,48.30,19.49,7.24,53,9210,,8.04,,,,,,,,,28,,,,,9.99,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,13,10.30,5.23,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Diamond,2.95,6.59,47.59,18.96,7.19,53,9127,,8.16,,,,,,,,,28,,,,,9.75,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,14,10.12,5.06,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Master,3.03,5.87,47.99,18.54,7.12,52,9028,,8.21,,,,,,,,,28,,,,,9.58,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,14,9.90,5.00,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Grandmaster,2.91,4.07,44.20,17.85,7.12,54,8710,,8.34,,,,,,,,,28,,,,,8.96,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,13,9.34,4.89,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,All,2.94,1.83,50.57,20.99,6.63,39,9238,,8.67,,,,,,,,,47,,,,,12.61,2.64,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,66.39,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,2.89,1.25,43.76,19.06,6.67,40,8512,,8.68,,,,,,,,,46,,,,,11.17,2.82,,,,,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,62.50,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,2.88,1.57,49.30,20.34,6.84,40,8860,,8.69,,,,,,,,,47,,,,,12.03,2.92,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,64.16,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,2.97,1.95,50.17,21.29,6.65,38,9291,,8.66,,,,,,,,,47,,,,,12.85,2.76,,,,,,,,,,,,,,,,,,,,,,,1.40,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,66.56,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,3.00,2.17,50.26,21.34,6.38,37,9601,,8.74,,,,,,,,,47,,,,,13.13,2.58,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,68.49,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,2.95,2.34,51.92,20.85,6.27,35,9359,,8.84,,,,,,,,,46,,,,,12.81,2.55,,,,,,,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,67.60,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,2.88,2.14,52.10,19.87,6.20,35,9088,,8.92,,,,,,,,,46,,,,,12.17,2.73,,,,,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,66.71,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,2.93,1.68,46.62,19.84,6.42,36,8923,,8.87,,,,,,,,,47,,,,,12.08,3.00,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,65.05,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Baptiste,All,4.25,2.36,45.71,10.86,4.83,62,3685,8757,6.74,,,,,,,545.49,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55,2.60,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,3.73,1.93,40.46,9.98,4.92,70,3397,7867,7.32,,,,,,,463.42,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.12,2.45,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,4.07,1.94,42.76,10.23,4.87,68,3385,8466,7.04,,,,,,,500.46,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.78,2.58,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,4.42,2.60,45.18,10.81,4.84,63,3613,8842,6.65,,,,,,,539.34,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.83,2.64,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,4.46,3.25,47.81,11.54,5.09,62,3908,8830,6.68,,,,,,,588.83,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.48,2.70,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,4.39,2.58,46.55,11.09,5.00,66,3818,8663,6.77,,,,,,,547.64,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.86,2.70,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,4.44,2.56,44.37,10.88,5.07,69,3698,8562,6.88,,,,,,,541.45,,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24,2.68,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,4.32,2.61,41.57,10.55,5.15,72,3566,8278,7.05,,,,,,,502.53,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.82,2.69,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Winston,All,3.91,1.40,43.57,20.16,6.99,113,7877,,7.04,,,,,,,,,,,,,,,,,,,,,,,46,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,8.09,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.60,0.89,39.52,18.64,7.31,126,7175,,7.35,,,,,,,,,,,,,,,,,,,,,,,42,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,6.79,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,3.78,0.90,40.61,19.48,7.15,116,7394,,7.22,,,,,,,,,,,,,,,,,,,,,,,43,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.17,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,4.12,1.39,43.08,20.43,7.08,116,7914,,7.02,,,,,,,,,,,,,,,,,,,,,,,45,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,8.26,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,3.83,2.13,43.42,20.06,6.59,106,8015,,6.93,,,,,,,,,,,,,,,,,,,,,,,47,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,8.49,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,4.32,1.69,43.84,20.16,6.66,109,7901,,6.87,,,,,,,,,,,,,,,,,,,,,,,47,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,8.41,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,4.34,1.91,47.80,20.14,6.75,111,7831,,6.76,,,,,,,,,,,,,,,,,,,,,,,47,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,8.32,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,4.16,1.13,39.06,19.25,6.82,117,7349,,7.02,,,,,,,,,,,,,,,,,,,,,,,43,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.57,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
