Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Tracer,Master,2.69,3.00,47.34,18.58,6.43,55,6358,,8.45,,,,,,,,,32,8,,,,8.98,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.34,,,,,,,,4.83,1.55,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.70,2.86,47.63,18.58,6.42,55,6348,,8.46,,,,,,,,,32,8,,,,9.00,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.27,,,,,,,,4.83,1.56,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,All,3.08,2.36,50.10,17.89,6.45,48,8336,,7.32,40,,,,,,,,,,,,,9.47,2.01,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,5.14,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.80,1.96,49.31,16.72,6.34,50,7710,,7.49,39,,,,,,,,,,,,,8.68,1.88,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,4.66,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.90,1.94,49.52,17.03,6.44,50,7853,,7.40,39,,,,,,,,,,,,,8.85,1.90,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,4.80,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,3.00,2.13,49.64,17.67,6.50,49,8206,,7.34,40,,,,,,,,,,,,,9.27,1.98,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,5.09,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,3.05,2.37,50.16,18.04,6.46,47,8420,,7.33,41,,,,,,,,,,,,,9.54,2.03,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,5.23,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,3.00,2.45,50.10,18.02,6.44,47,8399,,7.39,41,,,,,,,,,,,,,9.55,2.04,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,5.20,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,2.95,2.41,50.38,17.84,6.41,48,8307,,7.42,40,,,,,,,,,,,,,9.43,2.01,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,5.14,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,2.94,2.24,50.14,17.74,6.42,48,8243,,7.43,40,,,,,,,,,,,,,9.36,1.99,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,5.09,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Orisa,All,4.02,1.91,47.53,18.02,8.33,97,7482,,7.01,,,,,,,,,29,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,5.24,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,3.73,2.09,48.04,17.23,8.30,97,6993,,7.15,,,,,,,,,28,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,4.88,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.83,2.00,47.92,17.54,8.38,97,7175,,7.09,,,,,,,,,28,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,5.06,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,3.94,1.98,47.94,17.85,8.36,96,7335,,7.02,,,,,,,,,29,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,5.30,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,3.96,2.07,48.21,17.93,8.29,95,7346,,6.99,,,,,,,,,29,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95,5.23,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,3.88,2.09,48.38,17.71,8.27,95,7205,,7.02,,,,,,,,,28,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,5.09,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.82,2.12,48.55,17.60,8.28,95,7127,,7.05,,,,,,,,,28,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,5.03,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.78,2.14,48.65,17.51,8.29,95,7068,,7.06,,,,,,,,,28,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60,5.00,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,All,4.88,2.48,48.68,19.90,8.50,92,7596,,6.30,,,,,,,,,,,,,,,,,,,,,,,40,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.82,32.76,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Bronze,4.40,2.39,49.06,18.58,8.30,94,6949,,6.49,,,,,,,,,,,,,,,,,,,,,,,40,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9.43,30.43,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Silver,4.54,2.31,48.60,18.94,8.42,95,7111,,6.45,,,,,,,,,,,,,,,,,,,,,,,40,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,9.70,30.94,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Gold,4.77,2.51,48.88,19.58,8.51,93,7385,,6.34,,,,,,,,,,,,,,,,,,,,,,,40,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.45,32.36,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Platinum,4.84,2.85,49.44,19.94,8.48,91,7536,,6.29,,,,,,,,,,,,,,,,,,,,,,,41,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.91,33.10,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Diamond,4.74,2.87,49.64,19.69,8.40,90,7413,,6.32,,,,,,,,,,,,,,,,,,,,,,,40,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.70,32.72,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,4.70,2.93,50.01,19.53,8.38,91,7332,,6.34,,,,,,,,,,,,,,,,,,,,,,,40,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.52,32.39,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,4.65,2.87,50.02,19.40,8.37,91,7261,,6.36,,,,,,,,,,,,,,,,,,,,,,,40,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.36,32.12,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reaper,All,3.13,2.17,49.11,20.46,7.65,62,7669,,8.28,,,,,,,,,27,9,,,,11.84,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.22,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.86,2.22,49.44,19.36,7.50,63,7117,,8.42,,,,,,,,,26,9,,,,11.05,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.18,,,,,,,,,,,,,,,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,3.00,2.16,49.43,19.83,7.62,63,7338,,8.34,,,,,,,,,26,9,,,,11.37,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.43,,,,,,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,3.07,2.18,49.54,20.36,7.69,62,7609,,8.32,,,,,,,,,27,9,,,,11.77,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.17,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,3.05,2.36,49.81,20.43,7.63,61,7656,,8.32,,,,,,,,,27,9,,,,11.85,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.70,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.97,2.48,49.51,20.17,7.58,61,7532,,8.38,,,,,,,,,26,9,,,,11.67,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.22,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.95,2.48,49.88,19.99,7.56,61,7427,,8.40,,,,,,,,,26,9,,,,11.54,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.87,,,,,,,,,,,,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.91,2.44,49.88,19.89,7.55,61,7367,,8.42,,,,,,,,,26,9,,,,11.47,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.85,,,,,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,All,3.28,1.23,47.23,19.39,7.40,54,8348,,7.87,,,,,,,,,28,,,,,9.43,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,9.10,5.45,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Bronze,2.95,0.79,44.57,17.75,7.31,59,7690,,8.14,,,,,,,,,27,,,,,8.05,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,10,7.67,5.03,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Silver,3.04,0.83,45.34,18.19,7.38,58,7885,,8.04,,,,,,,,,27,,,,,8.38,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10,8.00,5.16,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Gold,3.15,0.89,45.96,18.82,7.38,56,8159,,7.92,,,,,,,,,28,,,,,8.91,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,8.60,5.36,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Platinum,3.22,0.96,46.42,19.15,7.33,54,8300,,7.87,,,,,,,,,28,,,,,9.26,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,8.99,5.39,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Diamond,3.20,0.93,46.45,19.01,7.28,55,8255,,7.92,,,,,,,,,28,,,,,9.18,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,8.93,5.33,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Master,3.15,0.86,46.43,18.79,7.25,55,8168,,7.95,,,,,,,,,28,,,,,9.01,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,8.75,5.27,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Grandmaster,3.14,0.82,46.67,18.72,7.23,56,8124,,7.97,,,,,,,,,28,,,,,8.94,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,11,8.67,5.25,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,All,3.41,2.09,48.20,19.76,6.66,36,8267,,8.26,,,,,,,,,46,,,,,11.71,3.10,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,64.87,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,3.18,1.96,48.09,18.47,6.51,37,7733,,8.30,,,,,,,,,44,,,,,10.72,2.95,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,62.56,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,3.30,1.92,48.22,18.97,6.62,37,7917,,8.26,,,,,,,,,45,,,,,11.08,3.03,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,63.43,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,3.35,2.01,48.56,19.51,6.68,37,8154,,8.26,,,,,,,,,45,,,,,11.49,3.09,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,64.77,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,3.33,2.20,48.81,19.67,6.65,36,8235,,8.27,,,,,,,,,45,,,,,11.66,3.12,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,65.17,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,3.26,2.30,48.54,19.48,6.59,36,8149,,8.29,,,,,,,,,45,,,,,11.52,3.08,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,64.88,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,3.22,2.25,48.30,19.24,6.56,36,8054,,8.31,,,,,,,,,45,,,,,11.34,3.05,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,64.43,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,3.21,2.24,48.90,19.11,6.54,36,8001,,8.30,,,,,,,,,45,,,,,11.23,3.04,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,64.24,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Baptiste,All,4.67,1.96,48.15,11.52,4.89,59,3751,8091,6.57,,,,,,,542.90,,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.89,2.78,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,4.06,1.74,47.19,10.56,4.70,61,3433,7582,6.90,,,,,,,483.60,,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.44,2.71,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,4.21,1.65,47.35,10.78,4.79,62,3495,7720,6.84,,,,,,,493.19,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.22,2.73,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,4.46,1.76,47.77,11.13,4.82,60,3603,8002,6.65,,,,,,,524.82,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.38,2.79,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,4.61,2.06,48.16,11.35,4.80,58,3690,8129,6.56,,,,,,,545.31,,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.86,2.84,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,4.50,2.12,47.94,11.30,4.77,58,3683,8058,6.60,,,,,,,543.03,,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.55,2.84,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,4.36,2.06,48.12,11.20,4.74,58,3656,7980,6.66,,,,,,,536.25,,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22,2.85,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,4.32,2.00,48.17,11.17,4.74,59,3652,7921,6.70,,,,,,,533.02,,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97,2.84,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Winston,All,4.22,1.68,49.33,19.79,6.92,87,6735,,7.66,,,,,,,,,,,,,,,,,,,,,,,44,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,6.38,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.80,1.55,49.57,18.74,6.92,90,6249,,7.94,,,,,,,,,,,,,,,,,,,,,,,41,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,5.68,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,3.91,1.54,49.22,19.03,7.02,90,6369,,7.87,,,,,,,,,,,,,,,,,,,,,,,42,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,5.76,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,4.11,1.64,49.35,19.57,6.98,88,6577,,7.73,,,,,,,,,,,,,,,,,,,,,,,43,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,6.12,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,4.18,1.88,50.06,19.80,6.89,86,6690,,7.67,,,,,,,,,,,,,,,,,,,,,,,44,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,6.38,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,4.13,1.89,50.16,19.63,6.85,86,6602,,7.71,,,,,,,,,,,,,,,,,,,,,,,43,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,6.31,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,4.06,1.89,50.67,19.50,6.86,86,6537,,7.76,,,,,,,,,,,,,,,,,,,,,,,43,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,6.21,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,4.01,1.84,50.52,19.36,6.87,87,6473,,7.80,,,,,,,,,,,,,,,,,,,,,,,43,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,6.10,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,All,5.46,1.70,52.00,19.08,8.46,104,8839,,5.56,,,,,,,,,49,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,1364.99,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,5.03,1.66,51.60,18.15,8.52,108,8326,,5.69,,,,,,,,,48,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,1337.39,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
