Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Ultimates Reflected,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Ashe,All,2.47,1.84,50.73,16.52,6.27,50,7999,,8.19,38,,,,,,,,,,,,,8.49,1.81,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,5.20,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.17,1.18,45.45,15.09,6.19,57,7463,,8.75,36,,,,,,,,,,,,,7.48,1.63,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,4.90,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.14,1.29,48.10,15.36,6.00,56,7453,,8.71,37,,,,,,,,,,,,,7.75,1.69,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,4.61,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,2.55,1.66,50.11,16.56,6.59,52,7929,,8.20,38,,,,,,,,,,,,,8.34,1.85,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,5.25,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,2.34,1.77,51.06,16.33,6.30,54,7969,,8.43,38,,,,,,,,,,,,,8.28,1.78,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,5.22,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,2.29,2.50,48.44,15.87,6.34,57,7904,,8.46,38,,,,,,,,,,,,,7.89,1.64,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10,5.08,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,2.21,1.29,45.66,15.62,6.31,57,7701,,8.67,37,,,,,,,,,,,,,7.72,1.65,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,5.03,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,2.20,1.37,46.07,15.46,6.33,58,7591,,8.71,37,,,,,,,,,,,,,7.61,1.67,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,4.92,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Orisa,All,3.27,2.02,48.17,16.96,7.86,125,8900,,7.43,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,—,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,2.95,3.09,44.50,15.55,7.81,124,8383,,7.80,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,—,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.18,2.72,44.59,16.69,8.16,126,8757,,7.55,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,—,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,3.34,2.61,47.99,16.84,7.90,125,8899,,7.44,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,—,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,3.18,3.26,46.67,16.37,7.85,120,8673,,7.60,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,—,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,3.23,3.53,48.85,16.65,8.05,123,8658,,7.66,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10,—,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.19,3.35,44.97,16.54,8.25,121,8636,,7.66,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,—,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.14,3.92,45.48,16.23,8.07,123,8577,,7.69,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,—,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,All,4.24,3.82,50.83,19.12,8.94,128,8537,,6.49,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.03,34.28,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Bronze,3.94,3.86,44.20,17.39,8.35,127,8180,,6.65,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.87,33.29,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Silver,4.00,3.73,46.31,18.16,8.66,130,8345,,6.58,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.29,33.81,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Gold,4.12,4.20,49.44,18.28,8.64,127,8397,,6.50,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10.41,33.83,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Platinum,4.06,4.65,45.00,17.93,8.55,125,8376,,6.54,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10.40,34.42,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Diamond,4.08,5.08,46.94,17.97,8.56,126,8474,,6.54,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.46,34.45,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Master,3.96,4.82,45.70,17.50,8.39,126,8332,,6.57,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10.11,34.21,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Zarya,Grandmaster,3.94,4.76,43.46,17.37,8.36,127,8272,,6.60,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9.93,33.86,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Reaper,All,2.53,3.08,50.50,19.13,7.77,76,7671,,8.38,,,,,,,,,28,10,,,,10.50,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.12,,,,,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Bronze,2.26,2.44,37.19,17.21,7.59,79,7042,,8.95,,,,,,,,,27,10,,,,9.50,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.70,,,,,,,,,,,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Silver,2.37,2.74,46.02,18.00,7.58,78,7239,,8.71,,,,,,,,,27,10,,,,9.84,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.99,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Gold,2.39,3.53,48.65,18.45,7.43,76,7505,,8.71,,,,,,,,,28,10,,,,10.20,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.04,,,,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Platinum,2.25,3.35,44.24,17.35,7.50,78,7131,,8.98,,,,,,,,,27,10,,,,9.48,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.02,,,,,,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Diamond,2.19,2.51,37.37,16.97,7.27,77,7050,,9.05,,,,,,,,,27,10,,,,9.29,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.76,,,,,,,,,,,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Master,2.17,2.45,38.06,16.87,7.30,78,6975,,9.13,,,,,,,,,27,10,,,,9.23,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.61,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Reaper,Grandmaster,2.17,2.75,36.46,16.82,7.30,78,6951,,9.14,,,,,,,,,27,10,,,,9.22,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.13,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,All,2.75,4.67,48.37,17.45,6.99,60,7818,,8.28,,,,,,,,,27,,,,,7.90,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,7.86,5.08,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Bronze,2.33,2.97,37.05,15.11,6.37,59,7211,,8.83,,,,,,,,,26,,,,,6.39,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,6.47,4.60,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Silver,2.56,3.07,44.15,16.36,6.74,60,7568,,8.49,,,,,,,,,27,,,,,7.10,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,7.20,4.95,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Gold,2.67,3.62,43.46,16.71,6.63,61,7629,,8.45,,,,,,,,,27,,,,,7.38,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,7.45,4.89,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Platinum,2.52,4.18,45.79,16.19,6.62,58,7468,,8.61,,,,,,,,,26,,,,,7.02,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13,7.23,4.84,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Diamond,2.52,6.64,45.91,15.89,6.43,57,7432,,8.58,,,,,,,,,26,,,,,6.83,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,7.13,4.73,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Master,2.47,4.39,46.14,15.65,6.45,58,7376,,8.66,,,,,,,,,26,,,,,6.69,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13,6.94,4.75,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sojourn,Grandmaster,2.41,3.41,39.00,15.35,6.34,59,7289,,8.75,,,,,,,,,26,,,,,6.46,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,6.72,4.67,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,All,2.77,1.17,50.48,21.08,7.03,42,8690,,9.07,,,,,,,,,46,,,,,12.62,2.78,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,63.85,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Bronze,2.51,1.36,41.22,18.67,6.78,45,8099,,9.44,,,,,,,,,45,,,,,11.02,2.84,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,60.94,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Silver,2.60,1.68,49.20,19.84,6.79,44,8253,,9.23,,,,,,,,,46,,,,,11.48,2.86,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,62.00,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Gold,2.65,1.37,47.64,20.17,7.07,42,8574,,9.29,,,,,,,,,46,,,,,12.14,2.89,,,,,,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,63.23,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Platinum,2.43,1.38,42.52,19.26,6.46,43,8329,,9.67,,,,,,,,,46,,,,,11.61,2.65,,,,,,,,,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,61.03,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Diamond,2.40,1.41,40.99,19.14,6.48,42,8296,,9.75,,,,,,,,,45,,,,,11.35,2.69,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,61.74,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Master,2.40,1.46,41.28,18.65,6.48,43,8157,,9.66,,,,,,,,,45,,,,,11.03,2.74,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,61.09,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Pharah,Grandmaster,2.38,1.70,41.14,18.48,6.55,43,8100,,9.69,,,,,,,,,45,,,,,10.89,2.80,,,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,60.72,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Baptiste,All,3.44,4.00,49.75,9.91,4.72,67,3332,8018,7.57,,,,,,,452.51,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97,2.43,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Bronze,2.90,4.44,42.13,8.79,4.39,66,3157,7783,8.05,,,,,,,415.37,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.01,2.33,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Silver,3.06,2.82,42.69,9.28,4.50,65,3242,7702,8.05,,,,,,,430.17,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,2.34,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Gold,3.17,3.15,44.76,9.38,4.54,67,3289,8001,7.83,,,,,,,438.02,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.72,2.30,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Platinum,3.08,5.22,49.60,9.14,4.40,64,3290,7990,7.98,,,,,,,438.50,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.98,2.34,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Diamond,3.00,2.67,39.73,8.85,4.26,65,3207,7900,8.06,,,,,,,428.89,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.60,2.28,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Master,2.95,2.87,38.58,8.79,4.30,63,3211,7910,8.09,,,,,,,428.06,,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.62,2.25,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Baptiste,Grandmaster,2.82,3.03,36.88,8.63,4.24,65,3186,7805,8.23,,,,,,,418.39,,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.24,2.24,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Winston,All,3.96,1.57,49.54,20.02,7.43,120,7450,,7.06,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.43,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.40,1.39,43.38,18.36,7.44,126,7027,,7.31,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,6.96,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,3.89,1.39,53.49,19.55,7.56,120,7266,,7.18,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,7.18,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,4.11,1.14,44.34,19.97,7.51,126,7343,,6.86,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.52,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,3.60,2.01,48.66,19.30,7.33,123,7398,,7.09,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,7.54,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,3.68,2.07,50.19,19.32,7.36,122,7342,,7.01,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.46,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,3.56,1.28,46.64,18.76,7.45,125,7169,,7.17,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.23,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,3.60,1.45,46.87,18.84,7.45,125,7163,,7.11,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,7.27,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,All,4.50,1.35,50.11,17.80,9.15,134,9265,,5.47,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90,1397.73,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,3.68,1.35,38.49,15.98,8.84,135,8729,,6.22,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,1427.52,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Silver,3.97,1.18,46.00,16.89,9.09,139,9112,,5.83,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79,1435.91,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,4.25,1.33,46.06,17.54,9.39,129,9180,,5.79,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,1422.87,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,3.90,1.29,44.84,16.67,8.85,129,8922,,6.05,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,1424.37,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
